album,song,lyric,section
evermore,marjorie,Never be so clever,[Verse 1]
evermore,marjorie,You forget to be kind,[Verse 1]
evermore,marjorie,And if I didn't know better,[Pre-Chorus]
evermore,marjorie,I'd think you were talking to me now,[Pre-Chorus]
evermore,marjorie,If I didn't know better,[Pre-Chorus]
evermore,marjorie,I'd think you were still around,[Pre-Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, you're alive in my head",[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, so alive",[Chorus]
evermore,marjorie,Never be so polite,[Verse 2]
evermore,marjorie,You forget your power,[Verse 2]
evermore,marjorie,Never wield such power,[Verse 2]
evermore,marjorie,You forget to be polite,[Verse 2]
evermore,marjorie,And if I didn't know better,[Pre-Chorus]
evermore,marjorie,I'd think you were listening to me now,[Pre-Chorus]
evermore,marjorie,If I didn't know better,[Pre-Chorus]
evermore,marjorie,I'd think you were still around,[Pre-Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, you're alive in my head",[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, so alive",[Chorus]
evermore,marjorie,The autumn chill that wakes me up,[Bridge]
evermore,marjorie,You loved the amber skies so much,[Bridge]
evermore,marjorie,Long limbs and frozen swims,[Bridge]
evermore,marjorie,You'd always go past where our feet could touch,[Bridge]
evermore,marjorie,And I complained the whole way there,[Bridge]
evermore,marjorie,The car ride back and up the stairs,[Bridge]
evermore,marjorie,I should've asked you questions,[Bridge]
evermore,marjorie,I should've asked you how to be,[Bridge]
evermore,marjorie,Asked you to write it down for me,[Bridge]
evermore,marjorie,Should've kept every grocery store receipt,[Bridge]
evermore,marjorie,'Cause every scrap of you would be taken from me,[Bridge]
evermore,marjorie,Watched as you signed your name Marjorie,[Bridge]
evermore,marjorie,All your closets of backlogged dreams,[Bridge]
evermore,marjorie,And how you left them all to me,[Bridge]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, you're alive in my head",[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,What died didn't stay dead,[Chorus]
evermore,marjorie,"You're alive, so alive",[Chorus]
evermore,marjorie,And if I didn't know better,[Outro]
evermore,marjorie,I'd think you were singing to me now,[Outro]
evermore,marjorie,If I didn't know better,[Outro]
evermore,marjorie,I'd think you were still around,[Outro]
evermore,marjorie,I know better,[Outro]
evermore,marjorie,But I still feel you all around,[Outro]
evermore,marjorie,I know better,[Outro]
evermore,marjorie,But you're still around,[Outro]
evermore,closure,It's been a long time,[Verse 1]
evermore,closure,And seeing the shape of your name,[Verse 1]
evermore,closure,Still spells out pain,[Verse 1]
evermore,closure,It wasn't right,[Verse 1]
evermore,closure,The way it all went down,[Verse 1]
evermore,closure,Looks like you know that now,[Verse 1]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"It cut deep to know ya, right to the bone",[Chorus]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"I know that it's over, I don't need your",[Chorus]
evermore,closure,"Closure, your closure",[Chorus]
evermore,closure,Don't treat me like,[Verse 2]
evermore,closure,Some situation that needs to be handled,[Verse 2]
evermore,closure,I'm fine with my spite,[Verse 2]
evermore,closure,"And my tears, and my beers and my candles",[Verse 2]
evermore,closure,I can feel you smoothing me over,[Verse 2]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"It cut deep to know ya, right to the bone",[Chorus]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"I know that it's over, I don't need your",[Chorus]
evermore,closure,"Closure, your closure",[Chorus]
evermore,closure,"Your closure, your closure",[Chorus]
evermore,closure,I know I'm just a wrinkle in your new life,[Bridge]
evermore,closure,Staying friends would iron it out so nice,[Bridge]
evermore,closure,"Guilty, guilty, reaching out across the sea",[Bridge]
evermore,closure,That you put between you and me,[Bridge]
evermore,closure,But it's fake and it's oh so unnecessary,[Bridge]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"It cut deep to know ya, right to the bone",[Chorus]
evermore,closure,"Yes, I got your letter",[Chorus]
evermore,closure,"Yes, I'm doing better",[Chorus]
evermore,closure,"I know that it's over, I don't need your",[Chorus]
evermore,closure,"Closure, closure, your closure",[Chorus]
evermore,closure,Your closure,[Chorus]
evermore,evermore,Gray November,[Verse 1: Taylor Swift]
evermore,evermore,I've been down since July,[Verse 1: Taylor Swift]
evermore,evermore,Motion capture,[Verse 1: Taylor Swift]
evermore,evermore,Put me in a bad light,[Verse 1: Taylor Swift]
evermore,evermore,I replay my footsteps on each stepping stone,[Verse 1: Taylor Swift]
evermore,evermore,Trying to find the one where I went wrong,[Verse 1: Taylor Swift]
evermore,evermore,Writing letters,[Verse 1: Taylor Swift]
evermore,evermore,Addressed to the fire,[Verse 1: Taylor Swift]
evermore,evermore,And I was catching my breath,[Chorus: Taylor Swift]
evermore,evermore,Staring out an open window,[Chorus: Taylor Swift]
evermore,evermore,Catching my death,[Chorus: Taylor Swift]
evermore,evermore,And I couldn't be sure,[Chorus: Taylor Swift]
evermore,evermore,I had a feeling so peculiar,[Chorus: Taylor Swift]
evermore,evermore,That this pain would be for,[Chorus: Taylor Swift]
evermore,evermore,Evermore,[Chorus: Taylor Swift]
evermore,evermore,Hey December,[Verse 2: Taylor Swift]
evermore,evermore,Guess I'm feeling unmoored,[Verse 2: Taylor Swift]
evermore,evermore,Can't remember,[Verse 2: Taylor Swift]
evermore,evermore,What I used to fight for,[Verse 2: Taylor Swift]
evermore,evermore,"I rewind the tape, but all it does is pause",[Verse 2: Taylor Swift]
evermore,evermore,On the very moment all was lost,[Verse 2: Taylor Swift]
evermore,evermore,Sending signals,[Verse 2: Taylor Swift]
evermore,evermore,To be double-crossed,[Verse 2: Taylor Swift]
evermore,evermore,And I was catching my breath,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Barefoot in the wildest winter,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Catching my death,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,And I couldn't be sure,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,I had a feeling so peculiar,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,That this pain would be for,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,(Evermore),[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Can't not think of all the cost,[Bridge 1: Justin Vernon]
evermore,evermore,And the things that will be lost,[Bridge 1: Justin Vernon]
evermore,evermore,"Oh, can we just get a pause?",[Bridge 1: Justin Vernon]
evermore,evermore,"To be certain, we'll be tall again",[Bridge 1: Justin Vernon]
evermore,evermore,Whether weather be the frost,[Bridge 1: Justin Vernon]
evermore,evermore,Or the violence of the dog days,[Bridge 1: Justin Vernon]
evermore,evermore,"I'm on waves, out being tossed",[Bridge 1: Justin Vernon]
evermore,evermore,Is there a line that I could just go cross?,[Bridge 1: Justin Vernon]
evermore,evermore,And when I was shipwrecked (Can't think of all the cost),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,I thought of you (All the things that will be lost now),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,In the cracks of light (Can we just get a pause?),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,"I dreamed of you (To be certain we'll be tall again, if you think of all the costs)",[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,It was real enough (Whether weather be the frost),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,To get me through (Or the violence of the dog days),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,(Or the violence of the dog days),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,"(Out on waves, being tossed)",[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,"(I'm on waves, out being tossed)",[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,I swear (Is there a line that we can just go cross?),[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,You were there,[Bridge 2: Taylor Swift & Justin Vernon]
evermore,evermore,And I was catching my breath,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Floors of a cabin creaking under my step,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,And I couldn't be sure,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,I had a feeling so peculiar,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,This pain wouldn't be for,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,This pain wouldn't be for evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,evermore,Evermore,[Chorus: Taylor Swift & Justin Vernon]
evermore,right where you left me,"Friends break up, friends get married",[Verse 1]
evermore,right where you left me,"Strangers get born, strangers get buried",[Verse 1]
evermore,right where you left me,"Trends change, rumors fly through new skies",[Verse 1]
evermore,right where you left me,But I'm right where you left me,[Verse 1]
evermore,right where you left me,Matches burn after the other,[Verse 1]
evermore,right where you left me,Pages turn and stick to each other,[Verse 1]
evermore,right where you left me,Wages earned and lessons learned,[Verse 1]
evermore,right where you left me,"But I, I'm right where you left me",[Verse 1]
evermore,right where you left me,"Help, I'm still at the restaurant",[Pre-Chorus]
evermore,right where you left me,Still sitting in a corner I haunt,[Pre-Chorus]
evermore,right where you left me,Cross-legged in the dim light,[Pre-Chorus]
evermore,right where you left me,"They say, 'What a sad sight'",[Pre-Chorus]
evermore,right where you left me,"I, I swear you could hear a hair pin drop",[Pre-Chorus]
evermore,right where you left me,Right when I felt the moment stop,[Pre-Chorus]
evermore,right where you left me,Glass shattered on the white cloth,[Pre-Chorus]
evermore,right where you left me,"Everybody moved on, I, I stayed there",[Pre-Chorus]
evermore,right where you left me,Dust collected on my pinned-up hair,[Pre-Chorus]
evermore,right where you left me,They expected me to find somewhere,[Pre-Chorus]
evermore,right where you left me,"Some perspective, but I sat and stared",[Pre-Chorus]
evermore,right where you left me,Right where you left me,[Chorus]
evermore,right where you left me,"You left me no, you left me no",[Chorus]
evermore,right where you left me,You left me no choice but to stay here forever,[Chorus]
evermore,right where you left me,"You left me, you left me no, oh, you left me no",[Chorus]
evermore,right where you left me,You left me no choice but to stay here forever,[Chorus]
evermore,right where you left me,Did you ever hear about the girl who got frozen?,[Verse 2]
evermore,right where you left me,"Time went on for everybody else, she won't know it",[Verse 2]
evermore,right where you left me,She's still twenty-three inside her fantasy,[Verse 2]
evermore,right where you left me,How it was supposed to be,[Verse 2]
evermore,right where you left me,Did you hear about the girl who lives in delusion?,[Verse 2]
evermore,right where you left me,"Breakups happen every day, you don't have to lose it",[Verse 2]
evermore,right where you left me,She's still twenty-three inside her fantasy,[Verse 2]
evermore,right where you left me,And you're sitting in front of me,[Verse 2]
evermore,right where you left me,At the restaurant when I was still the one you want,[Bridge]
evermore,right where you left me,"Cross-legged in the dim light, everything was just right",[Bridge]
evermore,right where you left me,"I, I could feel the mascara run",[Bridge]
evermore,right where you left me,You told me that you met someone,[Bridge]
evermore,right where you left me,Glass shattered on the white cloth,[Bridge]
evermore,right where you left me,Everybody moved on,[Bridge]
evermore,right where you left me,"Help, I'm still at the restaurant",[Pre-Chorus]
evermore,right where you left me,Still sitting in a corner I haunt,[Pre-Chorus]
evermore,right where you left me,Cross-legged in the dim light,[Pre-Chorus]
evermore,right where you left me,"They say,'What a sad sight'",[Pre-Chorus]
evermore,right where you left me,"I, I stayed there",[Pre-Chorus]
evermore,right where you left me,Dust collected on my pinned-up hair,[Pre-Chorus]
evermore,right where you left me,I'm sure that you got a wife out there,[Pre-Chorus]
evermore,right where you left me,"Kids and Christmas, but I'm unaware",[Pre-Chorus]
evermore,right where you left me,'Cause I'm right where I cause no harm,[Pre-Chorus]
evermore,right where you left me,Mind my business,[Pre-Chorus]
evermore,right where you left me,If our love died young,[Pre-Chorus]
evermore,right where you left me,I can't bear witness,[Pre-Chorus]
evermore,right where you left me,And it's been so long,[Pre-Chorus]
evermore,right where you left me,But if you ever think you got it wrong,[Pre-Chorus]
evermore,right where you left me,I'm right where,[Chorus]
evermore,right where you left me,You left me,[Chorus]
evermore,right where you left me,"You left me no, oh, you left me no",[Chorus]
evermore,right where you left me,You left me no choice but to stay here forever,[Chorus]
evermore,right where you left me,You left me,[Chorus]
evermore,right where you left me,"You left me no, oh, you left me no",[Chorus]
evermore,right where you left me,You left me no choice but to stay here forever,[Chorus]
evermore,it's time to go,When the dinner is cold and the chatter gets old,[Verse 1]
evermore,it's time to go,You ask for the tab,[Verse 1]
evermore,it's time to go,"Or that moment again, he's insisting that friends",[Verse 1]
evermore,it's time to go,Look at each other like that,[Verse 1]
evermore,it's time to go,When the words of a sister come back in whispers,[Verse 1]
evermore,it's time to go,That prove she was not in fact what she seemed,[Verse 1]
evermore,it's time to go,Not a twin from your dreams,[Verse 1]
evermore,it's time to go,She's a crook who was caught,[Verse 1]
evermore,it's time to go,That old familiar body ache,[Chorus]
evermore,it's time to go,The snaps from the same little breaks in your soul,[Chorus]
evermore,it's time to go,You know when it's time to go,[Chorus]
evermore,it's time to go,Twenty years at your job,[Verse 2]
evermore,it's time to go,Then the son of the boss gets the spot that was yours,[Verse 2]
evermore,it's time to go,Or trying to stay for the kids,[Verse 2]
evermore,it's time to go,When keeping it how it is will only break their hearts worse,[Verse 2]
evermore,it's time to go,That old familiar body ache,[Chorus]
evermore,it's time to go,The snaps from the same little breaks in your soul,[Chorus]
evermore,it's time to go,You know when it's time to go,[Chorus]
evermore,it's time to go,Sometimes giving up is the strong thing,[Post-Chorus]
evermore,it's time to go,Sometimes to run is the brave thing,[Post-Chorus]
evermore,it's time to go,Sometimes walking out is the one thing,[Post-Chorus]
evermore,it's time to go,That will find you the right thing,[Post-Chorus]
evermore,it's time to go,Sometimes giving up is the strong thing,[Post-Chorus]
evermore,it's time to go,Sometimes to run is the brave thing,[Post-Chorus]
evermore,it's time to go,Sometimes walking out is the one thing,[Post-Chorus]
evermore,it's time to go,That will find you the right thing,[Post-Chorus]
evermore,it's time to go,"Fifteen years, fifteen million tears",[Verse 3]
evermore,it's time to go,Begging 'til my knees bled,[Verse 3]
evermore,it's time to go,"I gave it my all, he gave me nothing at all",[Verse 3]
evermore,it's time to go,Then wondered why I left,[Verse 3]
evermore,it's time to go,Now he sits on his throne in his palace of bones,[Verse 3]
evermore,it's time to go,Praying to his greed,[Verse 3]
evermore,it's time to go,He's got my past frozen behind glass,[Verse 3]
evermore,it's time to go,But I've got me,[Verse 3]
evermore,it's time to go,That old familiar body ache,[Chorus]
evermore,it's time to go,The snaps from the same little breaks in my soul,[Chorus]
evermore,it's time to go,I know when it's time to go,[Chorus]
evermore,it's time to go,Sometimes giving up is the strong thing,[Post-Chorus]
evermore,it's time to go,Sometimes to run is the brave thing,[Post-Chorus]
evermore,it's time to go,Sometimes walking out is the one thing,[Post-Chorus]
evermore,it's time to go,That will find you the right thing,[Post-Chorus]
evermore,it's time to go,Sometimes giving up is the strong thing,[Post-Chorus]
evermore,it's time to go,Sometimes to run is the brave thing,[Post-Chorus]
evermore,it's time to go,Sometimes walking out is the one thing,[Post-Chorus]
evermore,it's time to go,That will find you the right thing,[Post-Chorus]
evermore,it's time to go,That will find you the right thing,[Outro]
evermore,it's time to go,And you know in your soul,[Outro]
evermore,it's time to go,You know in your soul,[Outro]
evermore,it's time to go,When it's time to go,[Outro]
evermore,it's time to go,"You know, you know, you know, you know",[Outro]
evermore,it's time to go,When it's time to go,[Outro]
evermore,it's time to go,So then you go,[Outro]
evermore,it's time to go,Then you go,[Outro]
evermore,it's time to go,You just go,[Outro]
folklore,the 1,"I'm doing good, I'm on some new shit",[Verse 1]
folklore,the 1,Been saying 'yes' instead of 'no',[Verse 1]
folklore,the 1,"I thought I saw you at the bus stop, I didn't though",[Verse 1]
folklore,the 1,I hit the ground running each night,[Verse 1]
folklore,the 1,I hit the Sunday matinee,[Verse 1]
folklore,the 1,You know the greatest films of all time were never made,[Verse 1]
folklore,the 1,"I guess you never know, never know",[Pre-Chorus]
folklore,the 1,"And if you wanted me, you really should've showed",[Pre-Chorus]
folklore,the 1,"And if you never bleed, you're never gonna grow",[Pre-Chorus]
folklore,the 1,And it's alright now,[Pre-Chorus]
folklore,the 1,"But we were something, don't you think so?",[Chorus]
folklore,the 1,"Roaring twenties, tossing pennies in the pool",[Chorus]
folklore,the 1,And if my wishes came true,[Chorus]
folklore,the 1,It would've been you,[Chorus]
folklore,the 1,"In my defense, I have none",[Chorus]
folklore,the 1,For never leaving well enough alone,[Chorus]
folklore,the 1,But it would've been fun,[Chorus]
folklore,the 1,If you would've been the one,[Chorus]
folklore,the 1,(Ooh),[Chorus]
folklore,the 1,I have this dream you're doing cool shit,[Verse 2]
folklore,the 1,Having adventures on your own,[Verse 2]
folklore,the 1,You meet some woman on the internet and take her home,[Verse 2]
folklore,the 1,"We never painted by the numbers, baby",[Verse 2]
folklore,the 1,But we were making it count,[Verse 2]
folklore,the 1,You know the greatest loves of all time are over now,[Verse 2]
folklore,the 1,"I guess you never know, never know",[Pre-Chorus]
folklore,the 1,And it's another day waking up alone,[Pre-Chorus]
folklore,the 1,"But we were something, don't you think so?",[Chorus]
folklore,the 1,"Roaring twenties, tossing pennies in the pool",[Chorus]
folklore,the 1,And if my wishes came true,[Chorus]
folklore,the 1,It would've been you,[Chorus]
folklore,the 1,"In my defense, I have none",[Chorus]
folklore,the 1,For never leaving well enough alone,[Chorus]
folklore,the 1,But it would've been fun,[Chorus]
folklore,the 1,If you would've been the one,[Chorus]
folklore,the 1,"I, I, I persist and resist the temptation to ask you",[Bridge]
folklore,the 1,If one thing had been different,[Bridge]
folklore,the 1,Would everything be different today?,[Bridge]
folklore,the 1,"We were something, don't you think so?",[Chorus]
folklore,the 1,Rose flowing with your chosen family,[Chorus]
folklore,the 1,And it would've been sweet,[Chorus]
folklore,the 1,If it could've been me,[Chorus]
folklore,the 1,"In my defense, I have none",[Chorus]
folklore,the 1,For digging up the grave another time,[Chorus]
folklore,the 1,But it would've been fun,[Chorus]
folklore,the 1,If you would've been the one,[Chorus]
folklore,the 1,(Ooh),[Chorus]
folklore,cardigan,"Vintage tee, brand new phone",[Verse 1]
folklore,cardigan,High heels on cobblestones,[Verse 1]
folklore,cardigan,"When you are young, they assume you know nothing",[Verse 1]
folklore,cardigan,"Sequin smile, black lipstick",[Verse 1]
folklore,cardigan,Sensual politics,[Verse 1]
folklore,cardigan,"When you are young, they assume you know nothing",[Verse 1]
folklore,cardigan,But I knew you,[Chorus]
folklore,cardigan,Dancin' in your Levi's,[Chorus]
folklore,cardigan,"Drunk under a streetlight, I",[Chorus]
folklore,cardigan,I knew you,[Chorus]
folklore,cardigan,Hand under my sweatshirt,[Chorus]
folklore,cardigan,"Baby, kiss it better, I",[Chorus]
folklore,cardigan,And when I felt like I was an old cardigan,[Refrain]
folklore,cardigan,Under someone's bed,[Refrain]
folklore,cardigan,You put me on and said I was your favorite,[Refrain]
folklore,cardigan,A friend to all is a friend to none,[Verse 2]
folklore,cardigan,"Chase two girls, lose the one",[Verse 2]
folklore,cardigan,"When you are young, they assume you know nothing",[Verse 2]
folklore,cardigan,But I knew you,[Chorus]
folklore,cardigan,Playing hide-and-seek and,[Chorus]
folklore,cardigan,"Giving me your weekends, I",[Chorus]
folklore,cardigan,I knew you,[Chorus]
folklore,cardigan,Your heartbeat on the High Line,[Chorus]
folklore,cardigan,"Once in twenty lifetimes, I",[Chorus]
folklore,cardigan,And when I felt like I was an old cardigan,[Refrain]
folklore,cardigan,Under someone's bed,[Refrain]
folklore,cardigan,You put me on and said I was your favorite,[Refrain]
folklore,cardigan,To kiss in cars and downtown bars,[Bridge]
folklore,cardigan,Was all we needed,[Bridge]
folklore,cardigan,You drew stars around my scars,[Bridge]
folklore,cardigan,But now I'm bleedin',[Bridge]
folklore,cardigan,'Cause I knew you,[Chorus]
folklore,cardigan,Steppin' on the last train,[Chorus]
folklore,cardigan,"Marked me like a bloodstain, I",[Chorus]
folklore,cardigan,I knew you,[Chorus]
folklore,cardigan,Tried to change the ending,[Chorus]
folklore,cardigan,"Peter losing Wendy, I",[Chorus]
folklore,cardigan,I knew you,[Chorus]
folklore,cardigan,Leavin' like a father,[Chorus]
folklore,cardigan,"Running like water, I",[Chorus]
folklore,cardigan,"And when you are young, they assume you know nothing",[Chorus]
folklore,cardigan,But I knew you'd linger like a tattoo kiss,[Verse 3]
folklore,cardigan,I knew you'd haunt all of my what-ifs,[Verse 3]
folklore,cardigan,The smell of smoke would hang around this long,[Verse 3]
folklore,cardigan,'Cause I knew everything when I was young,[Verse 3]
folklore,cardigan,I knew I'd curse you for the longest time,[Verse 3]
folklore,cardigan,Chasin' shadows in the grocery line,[Verse 3]
folklore,cardigan,I knew you'd miss me once the thrill expired,[Verse 3]
folklore,cardigan,And you'd be standin' in my front porch light,[Verse 3]
folklore,cardigan,And I knew you'd come back to me,[Verse 3]
folklore,cardigan,You'd come back to me,[Verse 3]
folklore,cardigan,And you'd come back to me,[Verse 3]
folklore,cardigan,And you'd come back,[Verse 3]
folklore,cardigan,And when I felt like I was an old cardigan,[Refrain]
folklore,cardigan,Under someone's bed,[Refrain]
folklore,cardigan,You put me on and said I was your favorite,[Refrain]
folklore,the last great american dynasty,"Rebekah rode up on the afternoon train, it was sunny",[Verse 1]
folklore,the last great american dynasty,Her saltbox house on the coast took her mind off St. Louis,[Verse 1]
folklore,the last great american dynasty,Bill was the heir to the Standard Oil name and money,[Verse 1]
folklore,the last great american dynasty,"And the town said, 'How did a middle-class divorce do it?'",[Verse 1]
folklore,the last great american dynasty,"The wedding was charming, if a little gauche",[Verse 1]
folklore,the last great american dynasty,There's only so far new money goes,[Verse 1]
folklore,the last great american dynasty,They picked out a home and called it 'Holiday House',[Verse 1]
folklore,the last great american dynasty,"Their parties were tasteful, if a little loud",[Verse 1]
folklore,the last great american dynasty,The doctor had told him to settle down,[Verse 1]
folklore,the last great american dynasty,It must have been her fault his heart gave out,[Verse 1]
folklore,the last great american dynasty,And they said,[Chorus]
folklore,the last great american dynasty,'There goes the last great American dynasty,[Chorus]
folklore,the last great american dynasty,"Who knows, if she never showed up, what could've been",[Chorus]
folklore,the last great american dynasty,There goes the maddest woman this town has ever seen,[Chorus]
folklore,the last great american dynasty,She had a marvelous time ruining everything',[Chorus]
folklore,the last great american dynasty,Rebekah gave up on the Rhode Island set forever,[Verse 2]
folklore,the last great american dynasty,Flew in all her Bitch Pack friends from the city,[Verse 2]
folklore,the last great american dynasty,Filled the pool with champagne and swam with the big names,[Verse 2]
folklore,the last great american dynasty,And blew through the money on the boys and the ballet,[Verse 2]
folklore,the last great american dynasty,And losing on card game bets with Dali,[Verse 2]
folklore,the last great american dynasty,And they said,[Chorus]
folklore,the last great american dynasty,'There goes the last great American dynasty,[Chorus]
folklore,the last great american dynasty,"Who knows, if she never showed up, what could've been",[Chorus]
folklore,the last great american dynasty,There goes the most shameless woman this town has ever seen,[Chorus]
folklore,the last great american dynasty,She had a marvelous time ruining everything',[Chorus]
folklore,the last great american dynasty,They say she was seen on occasion,[Bridge]
folklore,the last great american dynasty,"Pacing the rocks, staring out at the midnight sea",[Bridge]
folklore,the last great american dynasty,And in a feud with her neighbor,[Bridge]
folklore,the last great american dynasty,She stole his dog and dyed it key lime green,[Bridge]
folklore,the last great american dynasty,Fifty years is a long time,[Bridge]
folklore,the last great american dynasty,Holiday House sat quietly on that beach,[Bridge]
folklore,the last great american dynasty,"Free of women with madness, their men and bad habits",[Bridge]
folklore,the last great american dynasty,And then it was bought by me,[Bridge]
folklore,the last great american dynasty,"Who knows, if I never showed up, what could've been",[Chorus]
folklore,the last great american dynasty,There goes the loudest woman this town has ever seen,[Chorus]
folklore,the last great american dynasty,I had a marvelous time ruining everything,[Chorus]
folklore,the last great american dynasty,I had a marvelous time ruining everything,[Outro]
folklore,the last great american dynasty,A marvelous time ruining everything,[Outro]
folklore,the last great american dynasty,A marvelous time,[Outro]
folklore,the last great american dynasty,I had a marvelous time,[Outro]
folklore,exile,"I can see you standing, honey",[Verse 1: Justin Vernon]
folklore,exile,With his arms around your body,[Verse 1: Justin Vernon]
folklore,exile,"Laughin', but the joke's not funny at all",[Verse 1: Justin Vernon]
folklore,exile,And it took you five whole minutes,[Verse 1: Justin Vernon]
folklore,exile,To pack us up and leave me with it,[Verse 1: Justin Vernon]
folklore,exile,Holdin' all this love out here in the hall,[Verse 1: Justin Vernon]
folklore,exile,I think I've seen this film before,[Chorus: Justin Vernon]
folklore,exile,And I didn't like the ending,[Chorus: Justin Vernon]
folklore,exile,You're not my homeland anymore,[Chorus: Justin Vernon]
folklore,exile,So what am I defending now?,[Chorus: Justin Vernon]
folklore,exile,"You were my town, now I'm in exile, seein' you out",[Chorus: Justin Vernon]
folklore,exile,I think I've seen this film before,[Chorus: Justin Vernon]
folklore,exile,"Ooh, ooh, ooh",[Post-Chorus: Justin Vernon]
folklore,exile,"I can see you starin', honey",[Verse 2: Taylor Swift]
folklore,exile,Like he's just your understudy,[Verse 2: Taylor Swift]
folklore,exile,Like you'd get your knuckles bloody for me,[Verse 2: Taylor Swift]
folklore,exile,"Second, third, and hundredth chances",[Verse 2: Taylor Swift]
folklore,exile,Balancin' on breaking branches,[Verse 2: Taylor Swift]
folklore,exile,Those eyes add insult to injury,[Verse 2: Taylor Swift]
folklore,exile,I think I've seen this film before,[Chorus: Taylor Swift]
folklore,exile,And I didn't like the ending,[Chorus: Taylor Swift]
folklore,exile,I'm not your problem anymore,[Chorus: Taylor Swift]
folklore,exile,So who am I offending now?,[Chorus: Taylor Swift]
folklore,exile,"You were my crown, now I'm in exile, seein' you out",[Chorus: Taylor Swift]
folklore,exile,I think I've seen this film before,[Chorus: Taylor Swift]
folklore,exile,So I'm leaving out the side door,[Chorus: Taylor Swift]
folklore,exile,"So step right out, there is no amount","[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,Of crying I can do for you,"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,All this time,"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,We always walked a very thin line,"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,You didn't even hear me out (You didn't even hear me out),"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,You never gave a warning sign (I gave so many signs),"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,All this time,"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,I never learned to read your mind (Never learned to read my mind),"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,I couldn't turn things around (You never turned things around),"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,'Cause you never gave a warning sign (I gave so many signs),"[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,"So many signs, so many signs","[Bridge: Justin Vernon, Taylor Swift & Both]"
folklore,exile,You didn't even see the signs,"[Bridge: Justin Vernon, Taylor Swift & Both]"
